,business_id,caption,label,photo_id,class_names_label,path,image
78314,Jt28TYWanzKrJYYr0Tf1MQ,,drink,_8ybG5rF7mvfq6ha9lN8Bg,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8ybG5rF7mvfq6ha9lN8Bg.jpg,"[[[239 147  74]
  [229 150  73]
  [231 156  73]
  ...
  [145  45   9]
  [112  43   4]
  [ 53  23   0]]

 [[241 153  81]
  [230 152  77]
  [231 156  75]
  ...
  [113  39   0]
  [112  44   0]
  [101  46   5]]

 [[237 157  88]
  [232 155  85]
  [232 158  83]
  ...
  [ 84  41   0]
  [102  39   0]
  [138  56   6]]

 ...

 [[244 244 252]
  [235 239 251]
  [235 237 250]
  ...
  [162  20   0]
  [173  39   4]
  [181  41   5]]

 [[247 247 255]
  [236 240 252]
  [236 240 252]
  ...
  [150   0   0]
  [161   7   7]
  [170   4   4]]

 [[250 249 255]
  [237 241 252]
  [235 241 255]
  ...
  [168   3  10]
  [177  13  14]
  [187   4   6]]]"
78489,cstZ9oPTRnK8p0iIHv9e0A,Chef Special Today: mini croissant ham sandwich with Dijon sauce,food,_4pyecJ0H0AqDSAYIS9CLg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_4pyecJ0H0AqDSAYIS9CLg.jpg,"[[[  4   0   0]
  [  4   0   0]
  [  2   1   0]
  ...
  [  0   2   5]
  [  0   1   5]
  [  0   1   5]]

 [[  4   0   0]
  [  4   0   0]
  [  3   1   2]
  ...
  [  0   1   5]
  [  1   2   6]
  [  1   2   6]]

 [[ 10   5   2]
  [  9   5   4]
  [  7   5   6]
  ...
  [  0   0   4]
  [  0   0   4]
  [  0   0   4]]

 ...

 [[ 74   6   0]
  [138  40  13]
  [228 105  61]
  ...
  [114  72  76]
  [101  59  61]
  [ 94  52  54]]

 [[ 63   7   0]
  [134  49  18]
  [203  90  48]
  ...
  [109  68  74]
  [ 94  53  59]
  [ 85  44  50]]

 [[ 59   0   0]
  [164  83  54]
  [139  45   9]
  ...
  [101  61  69]
  [ 82  42  50]
  [ 67  30  37]]]"
78658,gn3YqxYN8KQZsDVvchFeBQ,Pizza... Not Italian but full of toppings and a mouthful,food,_97T_DIg3HEChhengtP91A,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_97T_DIg3HEChhengtP91A.jpg,"[[[255 253 248]
  [238 231 225]
  [225 217 214]
  ...
  [215 219 222]
  [232 236 239]
  [251 255 255]]

 [[247 250 243]
  [114 115 110]
  [ 31  27  24]
  ...
  [ 21  25  28]
  [111 115 118]
  [241 246 249]]

 [[244 255 255]
  [ 83  95  91]
  [  0   1   0]
  ...
  [  0   1   4]
  [ 84  88  91]
  [251 255 255]]

 ...

 [[246 250 255]
  [ 84  88  97]
  [  0   0   9]
  ...
  [  0   0   7]
  [101 100 108]
  [255 254 255]]

 [[248 253 255]
  [109 114 120]
  [ 19  24  30]
  ...
  [ 57  64  70]
  [129 129 137]
  [243 244 249]]

 [[245 250 254]
  [230 235 239]
  [220 225 229]
  ...
  [230 237 243]
  [230 235 241]
  [251 255 255]]]"
79288,zO2558leuUH9jeEs_8hfOQ,,food,_6_Eeg3mEopnmwWmsRXfXg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_6_Eeg3mEopnmwWmsRXfXg.jpg,"[[[  9   0  28]
  [ 16   3  31]
  [ 24  10  36]
  ...
  [  7  34  77]
  [ 13  54  84]
  [ 22  73  92]]

 [[ 10   1  28]
  [ 11   1  28]
  [ 11   0  24]
  ...
  [  0   1  35]
  [  0  14  35]
  [  0  23  35]]

 [[  9   5  30]
  [ 10   5  28]
  [  8   0  23]
  ...
  [  3   0  18]
  [  0   3  13]
  [  0   5   8]]

 ...

 [[ 15  88 141]
  [  8  48  84]
  [ 23  26  41]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 15  97 170]
  [  6  49  92]
  [ 11  13  25]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 42 133 216]
  [ 28  74 123]
  [ 14  14  24]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
80117,xVXyrTWbG8U3szze-aA7eg,,food,_7xrtRpuhOXZSK913x-fGw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_7xrtRpuhOXZSK913x-fGw.jpg,"[[[252 253 255]
  [252 253 255]
  [253 254 255]
  ...
  [253 254 255]
  [253 254 255]
  [253 254 255]]

 [[252 253 255]
  [252 253 255]
  [253 254 255]
  ...
  [253 254 255]
  [253 254 255]
  [253 254 255]]

 [[252 253 255]
  [252 253 255]
  [253 254 255]
  ...
  [253 254 255]
  [253 254 255]
  [253 254 255]]

 ...

 [[148 110  97]
  [136  99  80]
  [108  71  53]
  ...
  [194 195 197]
  [200 201 203]
  [203 204 206]]

 [[229 215 189]
  [218 204 178]
  [209 192 174]
  ...
  [199 200 202]
  [205 206 208]
  [207 208 210]]

 [[201 209 196]
  [201 209 198]
  [210 215 209]
  ...
  [203 204 206]
  [209 210 212]
  [210 211 213]]]"
80196,bVqNtwcwIz2gAacHWYF2lw,,food,_9NaSlEhVt39bwMr4-K5Ig,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9NaSlEhVt39bwMr4-K5Ig.jpg,"[[[119  32  49]
  [120  33  50]
  [120  33  50]
  ...
  [ 89  20  38]
  [ 85  23  38]
  [ 77  25  37]]

 [[120  33  50]
  [120  33  50]
  [120  33  50]
  ...
  [ 82  18  34]
  [ 80  19  34]
  [ 75  21  34]]

 [[120  33  50]
  [120  33  50]
  [119  32  49]
  ...
  [ 76  18  33]
  [ 75  19  32]
  [ 75  17  31]]

 ...

 [[105  31  22]
  [119  47  51]
  [108  36  48]
  ...
  [151 120  89]
  [248 234 225]
  [175 179 190]]

 [[102  29  20]
  [105  28  36]
  [104  27  47]
  ...
  [235 209 194]
  [219 201 213]
  [ 15   4  34]]

 [[ 99  31  22]
  [100  23  31]
  [105  23  46]
  ...
  [246 226 227]
  [ 65  39  66]
  [ 39   8  52]]]"
80321,eicvsg691EUgto8p1CCLsQ,,menu,Jjj0Gqggp-h_8aa5pYUhHg,3,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/Jjj0Gqggp-h_8aa5pYUhHg.jpg,"[[[26 35 30]
  [24 30 26]
  [22 24 21]
  ...
  [64 54 45]
  [64 54 45]
  [64 54 45]]

 [[27 32 28]
  [25 30 26]
  [25 25 23]
  ...
  [63 53 44]
  [63 53 44]
  [62 52 43]]

 [[29 30 25]
  [29 28 24]
  [30 26 23]
  ...
  [61 50 44]
  [61 50 44]
  [60 49 43]]

 ...

 [[15 15 23]
  [13 16 23]
  [12 15 20]
  ...
  [25 31 21]
  [28 31 24]
  [31 32 27]]

 [[15 15 27]
  [14 14 24]
  [12 16 19]
  ...
  [14 34 22]
  [20 33 24]
  [26 32 28]]

 [[15 15 27]
  [14 14 24]
  [14 15 19]
  ...
  [11 35 22]
  [17 32 25]
  [25 31 27]]]"
80366,_4qndNOqaB-dDIPCI2MkCg,Ginger stir fry- so greasy.,food,_744STVh4bz7T66El9VNNw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_744STVh4bz7T66El9VNNw.jpg,"[[[254 255 250]
  [250 253 246]
  [255 255 250]
  ...
  [109  92  74]
  [111  94  76]
  [113  96  80]]

 [[169 170 162]
  [173 173 165]
  [169 166 159]
  ...
  [104  87  69]
  [106  89  71]
  [107  90  74]]

 [[ 40  36  27]
  [ 32  28  19]
  [ 36  32  21]
  ...
  [107  90  72]
  [109  92  74]
  [110  93  77]]

 ...

 [[ 43  38  32]
  [ 47  42  36]
  [ 31  26  20]
  ...
  [ 40  35  31]
  [ 47  39  36]
  [ 50  43  37]]

 [[ 51  46  40]
  [ 47  42  36]
  [ 40  35  29]
  ...
  [ 43  35  32]
  [ 47  39  36]
  [ 51  44  38]]

 [[ 55  50  44]
  [ 44  39  33]
  [ 48  43  37]
  ...
  [ 44  36  33]
  [ 48  40  37]
  [ 53  43  41]]]"
80463,by9Vuifv_1mYzDvwVUReJg,,drink,_BPf_TgODwuyUdEwKcQ3cQ,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BPf_TgODwuyUdEwKcQ3cQ.jpg,"[[[197 193 182]
  [199 195 184]
  [205 198 188]
  ...
  [232 216 216]
  [230 216 207]
  [228 216 194]]

 [[184 181 174]
  [184 181 174]
  [187 182 176]
  ...
  [224 209 204]
  [222 208 197]
  [219 207 185]]

 [[141 140 136]
  [147 143 140]
  [154 150 147]
  ...
  [216 199 191]
  [213 197 182]
  [209 194 173]]

 ...

 [[208 213 219]
  [212 217 223]
  [207 212 218]
  ...
  [205 210 216]
  [206 211 217]
  [207 212 218]]

 [[204 209 215]
  [208 213 219]
  [203 208 214]
  ...
  [209 214 220]
  [210 215 221]
  [211 216 222]]

 [[203 208 214]
  [207 212 218]
  [202 207 213]
  ...
  [204 209 215]
  [205 210 216]
  [206 211 217]]]"
80495,FyTX0kl3D2VJ1jp1HRXALg,Olive oil and balsamic vinaigrette,drink,_6Z0FDQ9Lvn8Mk_uGXypow,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_6Z0FDQ9Lvn8Mk_uGXypow.jpg,"[[[108  93  98]
  [121 112 115]
  [145 145 147]
  ...
  [ 15  13  14]
  [ 15  14  12]
  [ 14  13   9]]

 [[ 84  72  76]
  [107  98 101]
  [122 122 124]
  ...
  [ 15  14  12]
  [ 14  13   9]
  [ 13  14   9]]

 [[106  95  99]
  [101  95  97]
  [ 70  70  72]
  ...
  [ 15  14  12]
  [ 13  14   9]
  [ 13  14   8]]

 ...

 [[166 148 134]
  [166 147 133]
  [173 154 140]
  ...
  [ 83  43  31]
  [ 83  43  31]
  [ 83  43  31]]

 [[169 150 136]
  [166 144 131]
  [107  83  71]
  ...
  [ 83  43  31]
  [ 83  43  31]
  [ 83  43  31]]

 [[141 119 106]
  [ 83  59  47]
  [ 71  44  33]
  ...
  [ 83  43  31]
  [ 83  43  31]
  [ 83  43  33]]]"
80554,ujHiaprwCQ5ewziu0Vi9rw,,food,_AUQoUJgSGVCxgAN7z9Qlg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_AUQoUJgSGVCxgAN7z9Qlg.jpg,"[[[113  83  73]
  [150 122 111]
  [140 112 101]
  ...
  [204 182 141]
  [200 177 136]
  [195 172 131]]

 [[110  88  74]
  [103  81  67]
  [ 79  57  43]
  ...
  [213 191 150]
  [210 187 146]
  [205 182 141]]

 [[130 115  94]
  [176 161 140]
  [192 180 158]
  ...
  [233 209 171]
  [230 206 168]
  [227 201 164]]

 ...

 [[ 24  15  20]
  [ 25  20  16]
  [ 20  17   8]
  ...
  [ 26  12  11]
  [ 36  22  21]
  [ 44  30  27]]

 [[ 27  18  21]
  [ 25  20  14]
  [ 20  18   6]
  ...
  [ 33  19  18]
  [ 42  28  27]
  [ 46  34  34]]

 [[ 75  65  66]
  [ 59  52  44]
  [ 45  41  30]
  ...
  [ 30  14  14]
  [ 36  22  21]
  [ 41  27  27]]]"
80850,6pcroix7O1oKrr4mr3lkmg,Mussels with basil and pesto. My favorite.,food,_7SAu6fGkd9CQ8yygE1Okw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_7SAu6fGkd9CQ8yygE1Okw.jpg,"[[[ 20  11   2]
  [ 34  24  14]
  [ 22   9   0]
  ...
  [231 213 203]
  [231 214 206]
  [229 215 206]]

 [[ 63  53  43]
  [ 61  51  39]
  [ 70  56  45]
  ...
  [228 211 203]
  [226 212 203]
  [227 212 205]]

 [[232 220 206]
  [239 225 212]
  [210 194 179]
  ...
  [225 210 203]
  [225 210 203]
  [225 212 206]]

 ...

 [[238 229 224]
  [240 231 226]
  [241 232 227]
  ...
  [237 229 218]
  [238 229 220]
  [239 230 223]]

 [[239 230 223]
  [241 232 225]
  [242 233 226]
  ...
  [239 231 220]
  [240 231 224]
  [241 232 225]]

 [[241 232 225]
  [242 233 226]
  [243 234 227]
  ...
  [238 229 220]
  [239 230 223]
  [239 232 226]]]"
81170,4hl8B_aiHPiaqM5zATl01A,,food,_47y5TdzWq2idkjRaF4i2Q,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_47y5TdzWq2idkjRaF4i2Q.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
81370,fMSEHQ-9gY437ysZ3Ockbg,,food,_58WwIOZR3GyHdW0IK2_KQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_58WwIOZR3GyHdW0IK2_KQ.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
81646,VBwtVq3CnVJYC0VEgDDJcA,,food,_5RA3u61sediQHA7C4X5DA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5RA3u61sediQHA7C4X5DA.jpg,"[[[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [238 231 223]
  [237 230 222]
  [236 229 221]]

 [[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [239 232 224]
  [238 231 223]
  [237 230 222]]

 [[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [241 234 226]
  [240 233 225]
  [240 233 225]]

 ...

 [[207 206 201]
  [182 181 176]
  [198 197 193]
  ...
  [222 221 219]
  [215 214 212]
  [203 202 200]]

 [[209 208 203]
  [184 183 178]
  [201 200 196]
  ...
  [224 223 221]
  [218 217 215]
  [207 206 204]]

 [[202 201 196]
  [176 175 170]
  [196 195 191]
  ...
  [228 226 227]
  [225 224 222]
  [216 215 213]]]"
81718,ZeQqVIgbU68LS_kGyb0WsQ,,food,_4O1m9URPBGJnLGbA6bHiw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_4O1m9URPBGJnLGbA6bHiw.jpg,"[[[166 166 164]
  [167 167 167]
  [168 168 170]
  ...
  [169 173 176]
  [171 172 176]
  [171 172 176]]

 [[166 166 164]
  [167 167 167]
  [169 169 171]
  ...
  [171 175 178]
  [173 174 178]
  [172 173 177]]

 [[166 166 166]
  [167 167 167]
  [169 169 171]
  ...
  [171 175 178]
  [173 174 178]
  [173 174 178]]

 ...

 [[131 131 133]
  [131 131 133]
  [133 131 132]
  ...
  [156 156 156]
  [156 156 156]
  [156 156 156]]

 [[131 131 133]
  [131 131 133]
  [133 131 132]
  ...
  [157 155 156]
  [156 156 156]
  [156 156 156]]

 [[130 130 132]
  [132 130 133]
  [133 131 132]
  ...
  [157 155 156]
  [157 155 156]
  [156 156 156]]]"
81723,ZHZHk71wtLY9G_ZmajtW7w,,food,_A91qokeYuz-UQlFB6eXKA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_A91qokeYuz-UQlFB6eXKA.jpg,"[[[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [238 231 223]
  [237 230 222]
  [236 229 221]]

 [[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [239 232 224]
  [238 231 223]
  [237 230 222]]

 [[233 226 216]
  [232 225 215]
  [231 224 214]
  ...
  [241 234 226]
  [240 233 225]
  [240 233 225]]

 ...

 [[207 206 201]
  [182 181 176]
  [198 197 193]
  ...
  [222 221 219]
  [215 214 212]
  [203 202 200]]

 [[209 208 203]
  [184 183 178]
  [201 200 196]
  ...
  [224 223 221]
  [218 217 215]
  [207 206 204]]

 [[202 201 196]
  [176 175 170]
  [196 195 191]
  ...
  [228 226 227]
  [225 224 222]
  [216 215 213]]]"
81781,pZyysYRFHP0oCOf6e1bVuw,,inside,__s1rtjaOfu3_6WDJ7ODoQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__s1rtjaOfu3_6WDJ7ODoQ.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  1  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[12  7 11]
  [11  7  8]
  [ 5  1  2]
  ...
  [ 3  0  7]
  [ 3  1  6]
  [ 2  1  6]]

 [[ 3  0  2]
  [ 8  3  7]
  [ 5  1  2]
  ...
  [ 3  1  6]
  [ 3  1  6]
  [ 2  2  4]]

 [[ 3  0  2]
  [ 6  1  5]
  [ 7  3  4]
  ...
  [ 2  0  3]
  [ 2  0  3]
  [ 1  1  3]]]"
82124,-VWbzdy0FctEs48LnQg_2w,Board games,inside,_0lSjlaAk5wfQz7EoZXIiA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_0lSjlaAk5wfQz7EoZXIiA.jpg,"[[[202 195 169]
  [162 161 143]
  [218 223 216]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[190 182 159]
  [155 154 136]
  [217 222 215]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[171 164 146]
  [153 151 138]
  [227 230 223]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[208 190 154]
  [211 192 159]
  [214 198 165]
  ...
  [ 13   8  12]
  [ 25  30  26]
  [ 52  64  60]]

 [[199 181 145]
  [203 184 151]
  [208 192 159]
  ...
  [ 14   9  13]
  [ 25  30  26]
  [ 52  64  60]]

 [[200 182 146]
  [206 187 154]
  [212 196 163]
  ...
  [ 22  17  23]
  [ 24  28  27]
  [ 40  52  48]]]"
82900,IRzY7yoBqoHaZNNo8WiWQQ,"Paella de Tapagria in the foreground, Paella de Carne in the background",food,_CoJmbZ8aFs5vCON_yoqiA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CoJmbZ8aFs5vCON_yoqiA.jpg,"[[[229 227 215]
  [232 220 204]
  [211 185 160]
  ...
  [224 215 206]
  [244 236 225]
  [250 242 231]]

 [[206 201 195]
  [213 199 188]
  [210 179 158]
  ...
  [208 199 190]
  [237 229 218]
  [251 243 232]]

 [[209 189 188]
  [234 210 200]
  [205 170 150]
  ...
  [178 169 160]
  [213 205 194]
  [241 231 221]]

 ...

 [[ 93 115  79]
  [ 83 103  68]
  [ 71  86  57]
  ...
  [119  87  62]
  [116  82  57]
  [125  90  68]]

 [[ 39  61  14]
  [ 43  60  16]
  [ 50  62  24]
  ...
  [125  93  68]
  [116  82  57]
  [114  79  57]]

 [[ 67  81  28]
  [ 65  77  27]
  [ 65  70  29]
  ...
  [130  95  73]
  [114  79  57]
  [104  69  47]]]"
82952,awI4hHMfa7H0Xf0-ChU5hg,,inside,__1mGY39pF_bQvF8YDw0pg,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__1mGY39pF_bQvF8YDw0pg.jpg,"[[[ 76  57  53]
  [ 75  56  52]
  [ 76  57  53]
  ...
  [ 84  56  55]
  [ 83  55  52]
  [ 84  54  52]]

 [[ 75  56  52]
  [ 75  56  52]
  [ 76  57  53]
  ...
  [ 83  55  54]
  [ 79  51  48]
  [ 76  46  44]]

 [[ 74  55  51]
  [ 75  56  52]
  [ 76  57  53]
  ...
  [ 85  57  56]
  [ 81  51  49]
  [ 75  45  43]]

 ...

 [[ 28  17  13]
  [ 35  21  18]
  [ 29  11   7]
  ...
  [ 62  27  25]
  [ 64  20  19]
  [ 59  18  16]]

 [[108  98  96]
  [ 67  56  52]
  [ 28  14  11]
  ...
  [ 61  26  24]
  [ 62  21  19]
  [ 61  20  16]]

 [[ 63  55  52]
  [ 32  22  20]
  [ 19   8   4]
  ...
  [ 61  26  22]
  [ 65  24  22]
  [ 66  25  21]]]"
83126,77h11eWv6HKJAgojLx8G4w,"""Slut""",food,_CNokKBgr58dCI4C5nOKiA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CNokKBgr58dCI4C5nOKiA.jpg,"[[[ 89  68  39]
  [ 85  64  35]
  [ 80  59  30]
  ...
  [111  44  53]
  [ 74   7  16]
  [ 75  10  18]]

 [[ 81  60  33]
  [ 78  57  30]
  [ 74  53  24]
  ...
  [134  67  76]
  [ 83  16  25]
  [ 69   4  12]]

 [[ 78  57  30]
  [ 75  54  27]
  [ 72  51  24]
  ...
  [110  43  50]
  [ 78  11  20]
  [ 71   4  13]]

 ...

 [[201 176 112]
  [201 177 113]
  [214 186 123]
  ...
  [ 22  12  11]
  [ 19   9   8]
  [ 17   7   6]]

 [[188 161  84]
  [208 180 107]
  [207 172 106]
  ...
  [ 21  13  11]
  [ 18  10   8]
  [ 16   8   6]]

 [[189 165  77]
  [192 160  83]
  [215 171 106]
  ...
  [ 21  13  11]
  [ 18  10   8]
  [ 16   8   6]]]"
83450,C6vH0qzmcerMkiJy3VO9qA,,inside,_BCSoHvmZneBWz4nbMrKtQ,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BCSoHvmZneBWz4nbMrKtQ.jpg,"[[[136 101  47]
  [142 103  48]
  [148 104  55]
  ...
  [190 187 172]
  [190 191 177]
  [193 194 180]]

 [[137 102  48]
  [144 103  49]
  [151 105  56]
  ...
  [192 189 172]
  [192 193 179]
  [197 195 182]]

 [[139 102  49]
  [146 105  51]
  [152 106  57]
  ...
  [195 192 173]
  [194 195 179]
  [199 197 182]]

 ...

 [[114  81  62]
  [117  84  65]
  [125  92  73]
  ...
  [122  85  66]
  [154 119 100]
  [148 115  96]]

 [[114  83  62]
  [117  86  65]
  [125  94  74]
  ...
  [110  73  54]
  [144 109  90]
  [151 116  97]]

 [[115  84  63]
  [119  88  67]
  [127  96  75]
  ...
  [105  67  46]
  [137 100  81]
  [153 118  99]]]"
83476,ZgWjkMSzIV9fAuJJQXSUvA,,inside,_1Tyt061MRNw1BbOuyacYg,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1Tyt061MRNw1BbOuyacYg.jpg,"[[[24 17 24]
  [28 23 29]
  [28 26 31]
  ...
  [19 16 11]
  [15 12  7]
  [11  8  3]]

 [[16 10 14]
  [20 14 18]
  [18 16 21]
  ...
  [15 12  7]
  [13 10  5]
  [10  7  2]]

 [[18  9 14]
  [17 11 15]
  [17 12 16]
  ...
  [11  8  3]
  [10  7  2]
  [ 9  6  1]]

 ...

 [[36 29 23]
  [20 13  7]
  [11  4  0]
  ...
  [ 6  6  6]
  [ 4  6  5]
  [ 3  5  4]]

 [[15  8  2]
  [13  6  0]
  [14  7  1]
  ...
  [ 4  5  7]
  [ 3  4  6]
  [ 2  3  5]]

 [[10  3  0]
  [15  8  2]
  [15 10  4]
  ...
  [ 3  4  8]
  [ 2  3  5]
  [ 1  2  4]]]"
83600,MIRu1QpQT0ymwk5k3ozNjg,Plateau de charcuteries et fromages d'ici,food,_BTA3ONf5isgYJyilQcNcg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BTA3ONf5isgYJyilQcNcg.jpg,"[[[ 21  17  34]
  [ 52  50  71]
  [115 123 146]
  ...
  [  9   0   0]
  [ 22  16  20]
  [ 15  12  19]]

 [[ 13   6  22]
  [ 14  13  31]
  [ 60  66  88]
  ...
  [ 14   0   0]
  [ 19  13  15]
  [ 17  14  21]]

 [[ 18  10  23]
  [  1   0  12]
  [ 15  20  39]
  ...
  [ 26   7   3]
  [ 17   8   9]
  [ 16  15  20]]

 ...

 [[ 57  27  17]
  [ 55  25  15]
  [ 54  24  14]
  ...
  [ 72  30  18]
  [ 75  33  19]
  [ 79  35  22]]

 [[ 59  29  19]
  [ 58  28  17]
  [ 59  27  16]
  ...
  [ 58  21  13]
  [ 64  26  17]
  [ 69  31  22]]

 [[ 62  30  19]
  [ 61  29  18]
  [ 62  30  19]
  ...
  [ 51  16  12]
  [ 57  22  18]
  [ 63  28  24]]]"
83642,zqyDcvVn-ygbXuB86i3y-Q,,food,_6zknEfgmNiD5YV1IijOlw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_6zknEfgmNiD5YV1IijOlw.jpg,"[[[ 89  94  98]
  [ 92  97 101]
  [103 107 110]
  ...
  [ 97  98  92]
  [ 96  97  91]
  [ 95  96  90]]

 [[ 89  94  98]
  [ 94  99 103]
  [103 106 111]
  ...
  [101 102  97]
  [100 101  96]
  [ 99 100  95]]

 [[ 91  96 100]
  [ 97 102 106]
  [103 106 111]
  ...
  [107 108 103]
  [105 106 101]
  [104 105 100]]

 ...

 [[111  94  66]
  [108  91  61]
  [111  92  62]
  ...
  [ 95  92  85]
  [ 94  91  84]
  [ 65  62  55]]

 [[105  88  58]
  [103  86  56]
  [105  86  56]
  ...
  [ 82  83  78]
  [ 89  90  85]
  [105 104 100]]

 [[102  86  53]
  [100  83  53]
  [103  84  54]
  ...
  [ 75  75  75]
  [ 84  84  84]
  [138 138 138]]]"
84129,nS6QENxe6YODNrQ45bpC-A,Oh Yeah Babe,food,_c6w8xnrImKWaq96wDldzg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_c6w8xnrImKWaq96wDldzg.jpg,"[[[ 17  22  41]
  [  3  23  22]
  [  0  28   5]
  ...
  [132  86  52]
  [122  88  60]
  [112  90  67]]

 [[ 19  20  14]
  [ 20  21   7]
  [ 31  27   0]
  ...
  [140  94  60]
  [132  94  58]
  [127  93  58]]

 [[ 57  37   4]
  [ 85  51  16]
  [117  72  30]
  ...
  [136  97  68]
  [132  94  58]
  [133  89  50]]

 ...

 [[237 167  97]
  [236 168  97]
  [235 166  97]
  ...
  [ 97  45   0]
  [116  60  11]
  [126  68  18]]

 [[233 161  89]
  [231 158  89]
  [230 157  89]
  ...
  [113  57   6]
  [132  72  18]
  [142  81  26]]

 [[234 157  85]
  [228 154  83]
  [227 152  84]
  ...
  [140  83  28]
  [159  98  41]
  [172 108  47]]]"
